Title,Thumbsup,Name,Comment
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,68,Amit Makhija,"My birthday was on 15th june and next morning on 16th, my father asked ""was it your birthday yesterday"", I said ""Yes"" thinking he's gonna wish me belated happy birthday but instead he said ""and you didn't even bathed on your birthday? "".
. 
That was the end of conversation."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,51,Lil Wonder Woman,"You think your Indian parents made you tougher because you are a position and you're making money. People are listening to you. You have good idea about what a relief it gives to your soul when people listen to you and claps for you. There is no one literally, no one I can talk to. My Indian parents. They don't believe in depression and anxiety. They say it's all drama. I am dying to talk with someone. 

People like me unemployed and unmarried at the age of 28, go through depression and anxiety.
It's not like I am an illiterate woman. I completed my MCA in 2016. I had 81℅ overall. I got prize in my college. But no job. 

 My Indian parents have made me a tougher woman but only in one sense that after 20 years of lack of love and affection also constantly being bullied and abused by them, I am still alive. I haven't taken my life yet. I have thought about it thousands times but never really did it."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,28,Shazan,"Since everyone is venting on their Indian parents->
I used to top my classes as a kid. My parents thought I'll be their gateway from middle class to upper class. Too much pressure. Getting slapped for getting the second highest score in school.
Obviously I cracked under the pressure. Today I'm studying in a tier 3 college slowly getting my life in order with minimal contact with parents."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,176,Shaswati Chakraborty,"I guess being able talke children to the US means a dream come true from an indian parents perspective. They think they are giving their child a better life, even though the child has no idea because he/she has not been in india long enough to understand that. Nobody's fault. But yeah, our dear indian parents could definitely be a little more child friendly. Sigh!"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,208,Abhilash R J,"Painfully accurate. 
As an Indian i approve this message.

I am a Marine Engineer and my parents still tells me to study more and clear the second and chief Engineer exams :)"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,268,Sameeha zaman,I mean girls don't get slapped as often as boys and that's the one thing I won't go all feminist on 😂
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,329,Rehena Yesmin,The immigrant car of choice at the start of moving to a new country HAS to be a Toyota.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,110,Faiza Binte Alam,"I did not even have any birthday celebrations (I am 25), let alone getting slapped on birthdays. One birthday my mother brought me a gift and guess what! It was a vase. She said, ""on this happy occasion,  I have got you a flower vase which will enhance the beauty of our living room Isn’t it great?"" Brown parents use their children's birthdays as an excuse to buy household essentials. 🥴🥴 I mean, they can just buy anyway. But, no! If you can serve two purpose fulfilled from one, then why not!"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,284,Akash Dobhal,"""That kid not gonna choke on camera he is been slapped on camera"""
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,148,IqraVazir,"shit every birthday of mine has been consistently the worst day of the year, so much so that now I'm afraid as my birthday approaches, didn't know it was an all brown thing 😂🤯"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,97,Kingsly Pereira,If they implant US rules in India all Indian parents would be in jail reason for abusing children ..😂😅 and this rule should be implant in India .
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,18,Roshin Raj Ravi,"Can relate to this so much. For one of my birthdays I got a new phone. Not a smartphone - it's the early 2000s and my parents bought a new white telephone (the kind that you plug into the wall) with speaker phone, digital display, re-dial, mute options and all. 

Okay, I know you're thinking ""it's still a phone and I could have chilled in my room and called my friends whenever I wanted""; that's the best part: they kept the phone in their bedroom. 😄"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,129,D20BIS046 Prageetha Bharathi,Indian parents have to baby proof themselves before having a kid. Also when I was little my mom bought me a pen for my birthday. Not even a fancy pen just a regular one.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,287,Yvette Gamor,Immigrant car of choice? Truest thing I've ever heard...my family owns two 🙈🙈
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,25,PriusRaj,"My parents slapping me in the face gave me a droopy eyelid, their child rearing methods gave me paralyzing anxiety I see a therapist for, and their disciplinary choices gave me Audrey Hepburn's figure. Because much like her, I was starved for part of my childhood. Unlike her, I wasn't in the middle of a war, my parents just took away meals until I accomplished some impossible task in order to ""motivate"" me. Sure, that sounds like a good thing until you realize how much more physically weak that makes you compared to the average person. 🙃🙃🙃🙃

On the bright side, all three things aren't that impossible to fix and are currently being worked on.

My parents didn't prepare me for life, they did the equivalent of holding me back several grades.

I feel like they were abusive even for brown parents, but honestly? Who knows? Maybe most brown parents are just abusive. 💀"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,15,Ayushmaan Puri,this comment section has become a platform for Indians to relate with each other
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,7,Hrishita Raman,This isn't comment section .... This is life story telling platform for us Indians🤣🤣🤣😅
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,262,CAIN VALEFAR,Ice water in the vein Kobe😂😂😂
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,15,Amita Saraswal,"Okhay never got a present on my birthday's, like never ever , and when I ask my parents , c'mon give me a present on my bday,  they'd  be like: ""we're  giving you such a  beautiful life....*a lecture on life for like an hour*"" .
I'm 20 🙂."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,55,nas,"The minute that video showed, I laughed SO HARD. “Look at his brother! Look at his brother. I’m f**ked 😂🤣😂🤣"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,147,Khadejah Colbert,So awkward when you read those top 4 “first” comments.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,151,chinmay deshmukh,Guys whatever he said is 100% true.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,9,Prashil Prakash,"Stop it Hasan, it's a bit too real."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,111,maridosarey,This applies to Mexican families too 😆😅😂
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,16,ABHISAR GUPTA,"The reason that I didn't like studying when I was smaller wasn't cause I found studying boring. But because my mom would sit next to me with a slipper and ruler. If I got 99/100 I used to get a whacking for getting one wrong😅. I even remember her once hitting me with a chakla belan for saying that I'm having a headache and can't study. 

When finally I got my mom of my back I understood the true fun of what studying should be and especially science. Today I am preparing to be a doctor and make sure my mom never enters my study room😂"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,5,Ahmad Yasin,I think NRIs seriously miss the beatings....does anyone remember that mom's chappals are pinpoint accurate if you ever said I want to take arts instead of science.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,78,saladgirl 2.0,“Conditional Love”!! Also his little brother. Lmao
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,92,Abby T,"People don't like this???? This comedy special is so beautiful it should be a Broadway one-man show, win an Oscar, a Tony, an Emmy, AND a Grammy. EGOT worthy comedy"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,10,Sakshi Lakhiani,"As an Indian teenager, I confirm that everything said in this video is 100% true."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,18,Nada Panda,"Arabs are the same, we are cousins I swear"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,40,Ishan Gyan,It's so cute when NRI'S say their parents are though
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,25,Mehtab Ansari,"Slapping is important. It elevates your game!
 I felt that so much 😂😂"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,7,Rushi,"Indian parents slap but there is a catch, if you cry.. Then well you just made it more memorable.. 😂"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,39,Bhavya Shah,Anyone who’s brown parents actually made a huge deal of birthdays? Not tryna flex or anything
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,6,Zeo,My Dad has never wished me birthday in 20 years lol
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,3,This Novel Can't Be This Good,I love my parents and they are caring but I can still remember incidents where my mom has hurt me too the point where I had to explain to my friends how I got injuries. But for some reason I have always have to be the person to comfort my mom after those incidents because she would sit in a room and cry for hitting me.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,9,Mr. Amberman,"When you want 100 rupees for your birthday celebration.. 
But they have a 500 rs note or 50rs  note , 
And also they can't give 500rs note for obvious reasons."
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,6,Boom Bang,These comments just killed my good mood literally.
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,6,Big Boi,He just triggered war flashbacks for me
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,1,Heather Hollow,"Sometimes, my mother is really liberal, she gives me choices. 
She'll be like choose A or B, 
But thanks to her, I have a severe problem of indecision, but obviously for fear of life I always choose when she make me
And then she be like, okkae then let's go with C! 
Funny thing is she has never once given us an option to choose where her final decision was a part of the choices"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,28,Leander D'silva,My birthday is on June 7. Wish me luck😅
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,4,Rohit Kumar A.S,"If you haven't seen his Netflix special ""Homecoming King"", you gotta see it. Truly a brilliant and emotion filled journey"
Hasan Minhaj On How Indian Parents Make You Tougher | Netflix Is A Joke,6,spiritofmystery,Sometimes listening to experiences of other Indian kids I realise how different and amazing my parents are!! I am SO grateful for having them (yes they are a lil strict about certain things but still they're  like my best friends! Only child things I guess!!)
